,ProductID,Initial Price,Best Price,Best Profit,Method
0,12,1963.1,2458.2656374221774,[824550.01828056],GradiantMethods_PriceOnly
1,27,3939.6,4495.664794549084,[568871.70628316],GradiantMethods_PriceOnly
2,16,1775.5,1823.66888629491,[724245.43697249],GradiantMethods_PriceOnly
3,23,2324.9,2364.674622751316,[801755.44877244],GradiantMethods_PriceOnly
4,26,1822.4,1951.6305709383053,[258800.81720981],GradiantMethods_PriceOnly
5,1,1038.5,1062.3423234142074,[387311.8527581],GradiantMethods_PriceOnly
6,5,1192.6,1232.9295756424417,[478594.02348027],GradiantMethods_PriceOnly
7,46,1815.7,3398.8279291856084,[490993.31737657],GradiantMethods_PriceOnly
8,47,3879.3,3903.06705023929,[1126169.44270592],GradiantMethods_PriceOnly
9,13,1956.4,2007.535713805747,[520960.35835617],GradiantMethods_PriceOnly
10,38,201.0,235.74952025023802,[47500.87403281],GradiantMethods_PriceOnly
11,40,6277.9,10132.247209252606,[4458090.92056854],GradiantMethods_PriceOnly
12,39,1051.9,1091.9523242554362,[262032.80858923],GradiantMethods_PriceOnly
13,32,254.6,1079.2764593111417,[105534.78858851],GradiantMethods_PriceOnly
14,6,3932.9,4469.38936872331,[569338.7221757],GradiantMethods_PriceOnly
15,25,1112.2,1151.066125074918,[308928.17708084],GradiantMethods_PriceOnly
16,3,984.9,1009.5506638920169,[451623.34042031],GradiantMethods_PriceOnly
17,20,5581.1,9934.317788076229,[1726534.11159361],GradiantMethods_PriceOnly
18,24,3095.4,3119.0287720422098,[981181.74609815],GradiantMethods_PriceOnly
19,33,2278.0,2462.858970371092,[375571.4042725],GradiantMethods_PriceOnly
20,35,3979.8,5574.469768156182,[914810.25061369],GradiantMethods_PriceOnly
21,15,1969.8,1986.6909213898005,[720970.67561382],GradiantMethods_PriceOnly
22,36,3999.9,4031.2811895838163,[1006571.37318037],GradiantMethods_PriceOnly
23,37,5976.4,6005.552783312261,[3135450.81537209],GradiantMethods_PriceOnly
24,14,5735.2,6377.692824773167,[1662513.94610966],GradiantMethods_PriceOnly
25,7,3919.5,7086.6107155667,[1592955.6918637],GradiantMethods_PriceOnly
26,17,998.3,2924.54027969418,[629586.88231887],GradiantMethods_PriceOnly
27,2,2405.3,2429.976955235826,[669091.21923899],GradiantMethods_PriceOnly
28,34,2452.2,2596.5439648977126,[641775.2957791],GradiantMethods_PriceOnly
29,11,3095.4,3126.1879445396607,[873617.78836983],GradiantMethods_PriceOnly
30,8,3865.9,3901.579430216999,[1470663.84075378],GradiantMethods_PriceOnly
31,44,2278.0,4118.409955730897,[464369.44212904],GradiantMethods_PriceOnly
32,22,924.6,953.5267848296126,[279185.44042199],GradiantMethods_PriceOnly
33,4,2257.9,2303.009305791032,[734212.11024151],GradiantMethods_PriceOnly
34,45,3557.7,7013.7881813891345,[2061505.46457718],GradiantMethods_PriceOnly
35,21,3477.3,3497.804249165086,[1637126.16654991],GradiantMethods_PriceOnly
36,10,227.8,257.1061743138156,[70815.78787904],GradiantMethods_PriceOnly
37,28,234.5,264.1986014185422,[70610.79180184],GradiantMethods_PriceOnly
38,29,4006.6,5078.471127085522,[1065510.1788455],GradiantMethods_PriceOnly
39,18,3182.5,6322.40868909127,[1163482.56300177],GradiantMethods_PriceOnly
40,30,891.1,2496.108021100447,[510514.27386357],GradiantMethods_PriceOnly
41,31,3892.7,3949.2841291822015,[845484.49457383],GradiantMethods_PriceOnly
42,43,1152.4,1178.4998230457265,[397520.87097031],GradiantMethods_PriceOnly
43,9,5058.5,5091.006597281298,[1126783.11128234],GradiantMethods_PriceOnly
44,41,891.1,1194.6962080795113,[198691.34385741],GradiantMethods_PriceOnly
45,19,6324.8,6366.79862558457,[1538500.89207909],GradiantMethods_PriceOnly
46,42,1996.6,2034.334029643013,[372506.02237196],GradiantMethods_PriceOnly
