,ProductID,Initial Price,Best Price,Best Profit,Method
0,12,1963.1,2458.9261903461856,824550.0614078096,BFGS
1,27,3939.6,4503.420045117761,568881.2457573988,BFGS
2,16,1775.5,940.0857565902434,5569370.195270612,BFGS
3,23,2324.9,1928.1200580288364,965092.2811980476,BFGS
4,26,1822.4,1945.5775185455934,258816.9658519356,BFGS
5,1,1038.5,625.1069797694323,718984.0019067378,BFGS
6,5,1192.6,671.755980761262,1902269.7380993075,BFGS
7,46,1815.7,3399.679150920914,490993.33984076383,BFGS
8,47,3879.3,3097.396843109867,1323467.3436282335,BFGS
9,13,1956.4,1430.3029792223638,1326725.411795777,BFGS
10,38,201.0,163.85030772026064,76632.93940362705,BFGS
11,40,6277.9,26349491.97172702,54161449.080350086,BFGS
12,39,1051.9,781.5740607957381,527243.5882284491,BFGS
13,32,254.6,1511.5438876151093,106913.83890760301,BFGS
14,6,3932.9,4468.140836532568,569338.900626364,BFGS
15,25,1112.2,884.8791451070671,446957.5557173486,BFGS
16,3,984.9,1009.4047048676325,451623.3495130224,BFGS
17,20,5581.1,9934.854300679599,1726534.1171784396,BFGS
18,24,3095.4,2644.952997742523,1052185.1718340483,BFGS
19,33,2278.0,2462.242927169063,375571.50424933305,BFGS
20,35,3979.8,5576.82389030504,914810.4859050646,BFGS
21,15,1969.8,1419.8103538452226,843407.5652718998,BFGS
22,36,3999.9,3549.794018074439,1088803.95335038,BFGS
23,37,5976.4,3537.5816144665655,5365474.947300652,BFGS
24,14,5735.2,3.9188265814602524e+92,3.7216757501932734e+87,BFGS
25,7,3919.5,7088.164935158278,1592955.6879300186,BFGS
26,17,998.3,2992449.321154797,981143.4236738008,BFGS
27,2,2405.3,2376.1010685269553,670075.2216014405,BFGS
28,34,2452.2,2600.4364458457444,641777.3362918266,BFGS
29,11,3095.4,2735.1814523893145,939920.6907652856,BFGS
30,8,3865.9,2872.5931895842696,2076641.3466164605,BFGS
31,44,2278.0,4118.759864400906,464369.4453739613,BFGS
32,22,924.6,819.6740748898173,301013.3345442832,BFGS
33,4,2257.9,1710.1834460608177,1218119.5835361239,BFGS
34,45,3557.7,186594.19733528123,2681147.9157681977,BFGS
35,21,3477.3,2260.8944246767433,2101131.889908117,BFGS
36,10,227.8,144.22622389613653,165392.35310954545,BFGS
37,28,234.5,177.2685588254559,109109.68721514163,BFGS
38,29,4006.6,5075.611318774431,1065510.6508090924,BFGS
39,18,3182.5,9025.949750419884,1196267.2966965502,BFGS
40,30,891.1,188456656571.1355,10833070.485433333,BFGS
41,31,3892.7,3152.8116735307012,1553324.3348605267,BFGS
42,43,1152.4,883.2039685358347,495071.14354560664,BFGS
43,9,5058.5,4710.151324122849,1166199.9023695714,BFGS
44,41,891.1,1193.589092768328,198691.6585156978,BFGS
45,19,6324.8,5269.47422559352,2018679.8053555123,BFGS
46,42,1996.6,1689.5574190268126,500300.2227010197,BFGS
